species,clr_cat,accession,bed ,replicate,fruit_number,fruit_id,ripeness,date_collected,brix,pH,seeds_per_fruit,diameter_mm,height_mm,diam_ht_ratio,fresh_weight,dry_weight,water_content_grams,water_content_percent,scanned_date,perimeter_inner,lobedness_degree_inner,pericarp_area_inner,pericarp_thickness_inner,fruit_and_surface,avg_red_outer,avg_green_outer,avg_blue_outer,avg_luminosity_outer,avg_L_value_outer,avg_a_value_outer,avg_b_value_outer,avg_hue_outer,avg_chroma_outer
SCM,grn,SCM-1,S,SCM-1-S,06,SCM-1-S-6,,07-23-2019,,,,,, ,,,,,07-27-2019,911.3646,2.6615,0.783,0.1172,scm-1-s-6-out,121.2698,122.5358,94.0606,102.4069,48.902,-5.4155,15.7706,108.952,16.6746
SCM,grn,SCM-1,S,SCM-1-S,07,SCM-1-S-7,,07-23-2019,,,72,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-1,S,SCM-1-S,08,SCM-1-S-8,,08-07-2019,,,73,18.88,16.4,1.15,,,,,08-08-2019,955.6488,2.1763,0.6798,0.1774,scm-1-s-8-out,123.9669,125.9696,89.7915,101.8215,50.013,-6.8487,19.7753,109.1025,20.9276
SCM,grn,SCM-1,S,SCM-1-S,09,SCM-1-S-9,,08-07-2019,,,70,18.7,15.34,1.22,,,,,08-08-2019,934.8204,1.6148,0.7713,0.1291,scm-1-s-9-out,100.3195,103.4803,76.9743,85.0451,41.529,-5.6937,14.6607,111.2244,15.7275
SCM,grn,SCM-1,S,SCM-1-S,10,SCM-1-S-10,,09-15-2019,,,63,14.43,13.64,1.06,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-1,S,SCM-1-S,11,SCM-1-S-11,,09-15-2019,,,81,13.53,11.64,1.16,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-1,S,SCM-1-S,12,SCM-1-S-12,,09-15-2019,,,69,14.86,12.54,1.19,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-1,S,SCM-1-S,13,SCM-1-S-13,,09-15-2019,,,40,14.06,12.05,1.17,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-1,S,SCM-1-S,14,SCM-1-S-14,,08-07-2019,6.2,4,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-1,S,SCM-1-S,15,SCM-1-S-15,,08-07-2019,5.4,4,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-1,S,SCM-1-S,16,SCM-1-S-16,,08-07-2019,6.9,4.3,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-1,S,SCM-1-S,17,SCM-1-S-17,,08-07-2019,5.8,4.3,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-1,S,SCM-1-S,18,SCM-1-S-18,,08-07-2019,7.8,4.2,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,01,SCM-11-N-1,,07-15-2019,,,,,, ,1.987,0.2247,1.7621,88.6911,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,02,SCM-11-N-2,,07-15-2019,,,,15.8,12.32,1.28,1.5353,0.1634,1.3721,89.3571,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,03,SCM-11-N-3,,07-15-2019,,,,14.4,11.79,1.22,1.2524,0.1591,1.0931,87.2961,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,04,SCM-11-N-4,,07-23-2019,,,,15.24,12.7,1.20,1.5663,0.1735,1.3931,88.9231,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,05,SCM-11-N-5,,07-15-2019,,,,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,07,SCM-11-N-7,,07-23-2019,,,,,, ,,,,,07-27-2019,791.3818,1.7359,0.6673,0.1817,scm-11-n-7-out,112.5041,113.4227,86.5021,94.8324,45.4162,-4.9032,15.0246,108.0739,15.8044
SCM,grn,SCM-11,N,SCM-11-N,08,SCM-11-N-8,,07-23-2019,,,,,, ,,,,,07-27-2019,716.5118,1.907,0.7047,0.1567,scm-11-n-8-out,96.7862,102.0347,70.6068,81.5546,40.5353,-7.0401,16.8678,112.6542,18.2781
SCM,grn,SCM-11,N,SCM-11-N,09,SCM-11-N-9,,07-23-2019,,,,,, ,,,,,07-27-2019,827.9087,2.685,0.7422,0.1377,scm-11-n-9-out,103.3512,108.9351,79.2011,88.7146,43.2472,-7.0471,15.9308,113.8624,17.4199
SCM,grn,SCM-11,N,SCM-11-N,10,SCM-11-N-10,,07-23-2019,,,35,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,11,SCM-11-N-11,,07-23-2019,,,33,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,12,SCM-11-N-12,,07-23-2019,,,13,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,13,SCM-11-N-13,,09-15-2019,,,48,12.74,11.17,1.14,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,14,SCM-11-N-14,,09-15-2019,,,61,14.38,11.65,1.23,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,15,SCM-11-N-15,,09-15-2019,,,45,14.1,11.61,1.21,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,16,SCM-11-N-16,,09-15-2019,,,43,12.38,10.36,1.19,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,17,SCM-11-N-17,,09-15-2019,,,44,12.7,10.47,1.21,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,18,SCM-11-N-18,,08-06-2019,7.2,4,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,19,SCM-11-N-19,,08-06-2019,7.7,4,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,20,SCM-11-N-20,,08-06-2019,7.1,4,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,N,SCM-11-N,21,SCM-11-N-21,,08-06-2019,7.1,4,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,01,SCM-11-S-1,,07-23-2019,,,,18.87,16,1.18,2.9135,0.3019,2.6121,89.6381,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,02,SCM-11-S-2,,07-23-2019,,,,16.47,14.13,1.17,1.937,0.1746,1.7621,90.9861,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,03,SCM-11-S-3,,07-23-2019,,,,13.35,11.44,1.17,1.1253,0.1079,1.0171,90.4111,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,04,SCM-11-S-4,,07-23-2019,,,,,, ,,,,,07-27-2019,1037.8742,1.1816,0.6397,0.2004,scm-11-s-4-out,126.8002,126.9839,94.062,105.2589,50.59,-5.6188,18.1945,107.1617,19.0423
SCM,grn,SCM-11,S,SCM-11-S,05,SCM-11-S-5,,07-23-2019,,,,,, ,,,,,07-27-2019,935.0631,1.2699,0.6177,0.2143,scm-11-s-5-out,130.338,129.0416,98.2598,108.5834,51.5809,-4.8111,17.2373,105.5951,17.8961
SCM,grn,SCM-11,S,SCM-11-S,06,SCM-11-S-6,,07-23-2019,,,,,, ,,,,,07-27-2019,778.796,2.3242,0.6714,0.1791,scm-11-s-6-out,118.7718,118.0137,91.7876,100.1954,47.5008,-4.2666,14.9079,105.971,15.5064
SCM,grn,SCM-11,S,SCM-11-S,07,SCM-11-S-7,,07-23-2019,,,46,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,08,SCM-11-S-8,,07-23-2019,,,17,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,09,SCM-11-S-9,,07-23-2019,,,24,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,10,SCM-11-S-10,,09-15-2019,,,64,15.68,12.8,1.23,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,11,SCM-11-S-11,,09-15-2019,,,41,14.71,11.72,1.26,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,12,SCM-11-S-12,,09-15-2019,,,63,15.84,13.21,1.20,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,13,SCM-11-S-13,,09-15-2019,,,49,13.11,10.81,1.21,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,14,SCM-11-S-14,,09-15-2019,,,61,13.22,10.57,1.25,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,15,SCM-11-S-15,,08-07-2019,5.2,4.1,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,16,SCM-11-S-16,,08-07-2019,5.7,4.1,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,17,SCM-11-S-17,,08-07-2019,6.5,4.1,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,18,SCM-11-S-18,,08-07-2019,4.1,3.8,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,19,SCM-11-S-19,,08-07-2019,5.7,4.1,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-11,S,SCM-11-S,20,SCM-11-S-20,,08-07-2019,5.3,4.2,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,01,SCM-3-N-1,,07-15-2019,,,,,, ,2.7203,0.3137,2.4071,88.4681,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,02,SCM-3-N-2,,07-15-2019,,,,17.3,15.13,1.14,2.2651,0.2621,2.0031,88.4291,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,03,SCM-3-N-3,,07-15-2019,,,,12.63,10.88,1.16,0.8333,0.0779,0.7551,90.6521,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,04,SCM-3-N-4,,07-15-2019,,,,17.34,15.2,1.14,,,,,07-21-2019,888.193,3.3536,0.7707,0.1262,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,05,SCM-3-N-5,,07-15-2019,,,,12.36,10.6,1.17,,,,,07-21-2019,615.7006,3.5953,0.805,0.0941,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,06,SCM-3-N-6,,07-15-2019,,,,18.13,17.12,1.06,,,,,07-21-2019,949.5067,2.684,0.6705,0.1888,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,07,SCM-3-N-7,,07-23-2019,,,,,, ,,,,,07-27-2019,904.7788,1.6625,0.7606,0.1259,scm-3-n-7-out,132.0644,127.2525,98.9609,108.8919,51.2078,-3.1764,16.4851,100.9063,16.7883
SCM,grn,SCM-3,N,SCM-3-N,08,SCM-3-N-8,,07-23-2019,,,,,, ,,,,,07-27-2019,955.3057,3.552,0.7439,0.1329,scm-3-n-8-out,129.1115,122.3929,91.3092,103.76,49.4651,-2.7332,18.153,98.5624,18.3576
SCM,grn,SCM-3,N,SCM-3-N,09,SCM-3-N-9,,07-23-2019,,,,,, ,,,,,07-27-2019,927.8499,2.6275,0.6468,0.1946,scm-3-n-9-out,131.3707,126.1369,97.4335,107.9427,50.7829,-3.0198,16.6913,100.2549,16.9623
SCM,grn,SCM-3,N,SCM-3-N,10,SCM-3-N-10,,07-23-2019,,,62,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,11,SCM-3-N-11,,07-23-2019,,,57,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,12,SCM-3-N-12,,07-23-2019,,,66,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,13,SCM-3-N-13,,09-15-2019,,,70,12.62,12.5,1.01,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,14,SCM-3-N-14,,09-15-2019,,,70,13.83,11.9,1.16,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,15,SCM-3-N-15,,09-15-2019,,,73,13.66,11.96,1.14,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,16,SCM-3-N-16,,09-15-2019,,,69,13.86,12.16,1.14,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,17,SCM-3-N-17,,08-06-2019,7.1,4.2,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,18,SCM-3-N-18,,08-06-2019,7.7,4,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,19,SCM-3-N-19,,08-06-2019,7,4.3,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,20,SCM-3-N-20,,08-06-2019,9.1,4,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,N,SCM-3-N,21,SCM-3-N-21,,08-06-2019,6.6,4.3,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,01,SCM-3-S-1,,07-23-2019,,,,18.89,16.98,1.11,3.0152,0.2832,2.7321,90.6081,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,02,SCM-3-S-2,,07-23-2019,,,,18.33,16.27,1.13,2.7384,0.2393,2.4991,91.2611,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,03,SCM-3-S-3,,07-23-2019,,,,12.93,10.55,1.23,0.8966,0.094,0.8031,89.5161,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,04,SCM-3-S-4,,07-23-2019,,,,,, ,,,,,07-27-2019,918.0509,2.7916,0.7347,0.1399,scm-3-s-4-out,103.5012,108.4325,73.9016,86.1204,42.9995,-7.4392,18.5525,111.8498,19.9884
SCM,grn,SCM-3,S,SCM-3-S,05,SCM-3-S-5,,07-23-2019,,,,,, ,,,,,07-27-2019,887.5656,3.073,0.7602,0.1255,scm-3-s-5-out,118.7829,120.6829,91.8063,100.4715,48.0992,-5.6724,15.9042,109.6294,16.8855
SCM,grn,SCM-3,S,SCM-3-S,06,SCM-3-S-6,,07-23-2019,,,,,, ,,,,,07-27-2019,703.5828,1.652,0.6272,0.2038,scm-3-s-6-out,125.9602,122.0298,91.8971,102.8179,49.0985,-3.6713,17.3287,101.962,17.7133
SCM,grn,SCM-3,S,SCM-3-S,07,SCM-3-S-7,,07-23-2019,,,3,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,08,SCM-3-S-8,,07-23-2019,,,48,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,09,SCM-3-S-9,,07-23-2019,,,78,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,10,SCM-3-S-10,,08-07-2019,,,56,17.87,15.26,1.17,,,,,08-08-2019,893.4651,2.6111,0.7259,0.1346,scm-3-s-10-out,96.5621,98.5026,75.1384,81.9676,39.6674,-4.6797,13.1016,109.6561,13.9123
SCM,grn,SCM-3,S,SCM-3-S,11,SCM-3-S-11,,08-07-2019,,,57,18.34,15.86,1.16,,,,,08-08-2019,909.8499,2.6169,0.7097,0.155,scm-3-s-11-out,111.9471,114.3107,86.2089,94.6834,45.6753,-5.7155,15.5202,110.2167,16.5392
SCM,grn,SCM-3,S,SCM-3-S,12,SCM-3-S-12,,09-15-2019,,,78,13.94,11.69,1.19,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,13,SCM-3-S-13,,09-15-2019,,,62,13.91,12.42,1.12,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,14,SCM-3-S-14,,09-15-2019,,,66,14.53,12.16,1.19,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,15,SCM-3-S-15,,09-15-2019,,,89,15.05,12.82,1.17,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,16,SCM-3-S-16,,08-07-2019,7.6,4.3,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,17,SCM-3-S-17,,08-07-2019,10.8,4,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,18,SCM-3-S-18,,08-07-2019,6.9,4,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,19,SCM-3-S-19,,08-07-2019,8,4,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-3,S,SCM-3-S,20,SCM-3-S-20,,08-07-2019,6.7,4.5,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,01,SCM-9-N-1,,07-15-2019,,,,,, ,2.6235,0.2917,2.3321,88.8811,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,02,SCM-9-N-2,,07-15-2019,,,,18.27,15.71,1.16,2.5383,0.2821,2.2561,88.8861,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,03,SCM-9-N-3,,07-15-2019,,,,17.49,14.74,1.19,2.2332,0.2454,1.9881,89.0111,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,04,SCM-9-N-4,,07-23-2019,,,,18,15.75,1.14,2.6405,0.3033,2.3371,88.5141,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,08,SCM-9-N-8,,07-23-2019,,,,,, ,,,,,07-27-2019,757.3402,2.7945,0.757,0.13,scm-9-n-8-out,103.9586,108.9406,79.089,88.6342,43.3541,-6.8463,16.094,113.0446,17.4897
SCM,grn,SCM-9,N,SCM-9-N,09,SCM-9-N-9,,07-23-2019,,,,,, ,,,,,07-27-2019,841.9087,2.1178,0.7248,0.1448,scm-9-n-9-out,104.1473,109.9053,79.155,89.0691,43.6174,-7.2901,16.4812,113.8612,18.0216
SCM,grn,SCM-9,N,SCM-9-N,10,SCM-9-N-10,,07-23-2019,,,,,, ,,,,,07-27-2019,688.7544,2.9856,0.6379,0.2017,scm-9-n-10-out,114.4569,117.2381,87.5766,96.6688,46.7024,-6.0998,16.2682,110.5536,17.3741
SCM,grn,SCM-9,N,SCM-9-N,11,SCM-9-N-11,,07-15-2019,,,66,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,12,SCM-9-N-12,,07-23-2019,,,30,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,13,SCM-9-N-13,,07-23-2019,,,57,,, ,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,14,SCM-9-N-14,,09-15-2019,,,53,14.43,12.04,1.20,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,15,SCM-9-N-15,,09-15-2019,,,52,14.06,12,1.17,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,16,SCM-9-N-16,,09-15-2019,,,31,13.48,11.02,1.22,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,17,SCM-9-N-17,,09-15-2019,,,46,13.96,11.29,1.24,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,18,SCM-9-N-18,,09-15-2019,,,31,14.27,12.75,1.12,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,19,SCM-9-N-19,,08-06-2019,7,,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,20,SCM-9-N-20,,08-06-2019,7.8,,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,21,SCM-9-N-21,,08-06-2019,7.1,,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,N,SCM-9-N,22,SCM-9-N-22,,08-06-2019,8,,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,S,SCM-9-S,01,SCM-9-S-1,,07-23-2019,,,,15.46,12.75,1.21,1.638,0.1704,1.4681,89.5971,,,,,,,,,,,,,,,
SCM,grn,SCM-9,S,SCM-9-S,02,SCM-9-S-2,,07-23-2019,,,,,, ,,,,,07-27-2019,617.8427,1.4708,0.6055,0.2192,scm-9-s-2-out,122.517,122.0389,97.2448,104.4676,48.99,-4.1941,14.0493,106.6218,14.662
SCM,grn,SCM-9,S,SCM-9-S,03,SCM-9-S-3,,07-28-2019,,,,11.85,10,1.19,0.7153,0.0719,0.6431,89.9481,,,,,,,,,,,,,,,
SCM,grn,SCM-9,S,SCM-9-S,04,SCM-9-S-4,,07-28-2019,,,,10.25,9.14,1.12,0.5063,0.0603,0.4461,88.0901,,,,,,,,,,,,,,,
SCM,grn,SCM-9,S,SCM-9-S,05,SCM-9-S-5,,07-28-2019,,,37,,, ,,,,,07-31-2019,479.0732,2.4348,0.6208,0.2055,scm-9-s-5-out,109.6509,118.7997,78.7075,92.9947,46.7385,-9.906,20.8813,115.3794,23.1118
SCM,grn,SCM-9,S,SCM-9-S,06,SCM-9-S-6,,08-07-2019,,,23,11.5,10.9,1.06,,,,,08-08-2019,582.4285,2.2412,0.6916,0.1661,scm-9-s-6-out,109.1389,115.0812,82.1556,93.0188,45.6322,-7.7066,17.5645,113.6899,19.1808
SCM,grn,SCM-9,S,SCM-9-S,07,SCM-9-S-7,,08-07-2019,,,55,13.99,11.76,1.19,,,,,08-08-2019,694.6123,2.7374,0.7217,0.1498,scm-9-s-7-out,113.7381,122.4561,86.2806,98.2379,48.1812,-9.2921,18.8931,116.1892,21.0545
SCM,grn,SCM-9,S,SCM-9-S,08,SCM-9-S-8,,09-15-2019,,,50,13.08,11.37,1.15,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,S,SCM-9-S,09,SCM-9-S-9,,09-15-2019,,,65,14.28,11.71,1.22,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,S,SCM-9-S,10,SCM-9-S-10,,09-15-2019,,,17,12.7,11.01,1.15,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,S,SCM-9-S,11,SCM-9-S-11,,08-19-2019,5.1,4.3,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,S,SCM-9-S,12,SCM-9-S-12,,08-19-2019,5.2,3.5,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,S,SCM-9-S,13,SCM-9-S-13,,08-19-2019,5.8,4,,,,,,,,,,,,,,,,,,,,,,,
SCM,grn,SCM-9,S,SCM-9-S,14,SCM-9-S-14,,08-19-2019,5.8,4,,,,,,,,,,,,,,,,,,,,,,,
SG,roy,SG-15,N,SG-15-N,01,SG-15-N-1,,07-28-2019,,,,10.15,9.01,1.13,0.4763,0.0522,0.4241,89.0411,,,,,,,,,,,,,,,
SG,roy,SG-15,N,SG-15-N,02,SG-15-N-2,,07-28-2019,,,,9.55,9.3,1.03,0.44,0.0468,0.3931,89.3641,,,,,,,,,,,,,,,
SG,roy,SG-15,N,SG-15-N,03,SG-15-N-3,,07-28-2019,,,,9.05,9.13,0.99,0.395,0.0272,0.3681,93.1141,,,,,,,,,,,,,,,
SG,roy,SG-15,N,SG-15-N,04,SG-15-N-4,,07-28-2019,,,53,,, ,,,,,07-31-2019,472.4457,1.2874,0.5967,0.2291,sg-15-n-4-out,140.4718,87.3248,30.6644,80.5324,40.8593,15.625,37.975,67.635,41.0639
SG,roy,SG-15,N,SG-15-N,05,SG-15-N-5,,07-28-2019,,,48,,, ,,,,,07-31-2019,473.6173,1.676,0.5869,0.2399,sg-15-n-5-out,150.9065,97.927,34.7087,87.3471,44.8335,14.3991,40.8991,70.6046,43.3598
SG,roy,SG-15,N,SG-15-N,06,SG-15-N-6,,07-28-2019,,,22,,, ,,,,,07-31-2019,318.0782,1.4341,0.5908,0.2292,sg-15-n-6-out,126.1743,95.6688,34.0412,75.3905,41.099,5.5236,35.6319,81.1882,36.0575
SG,roy,SG-15,N,SG-15-N,07,SG-15-N-7,,09-02-2019,,,49,8.53,8.14,1.05,,,,,,,,,,,,,,,,,,,
SG,roy,SG-15,N,SG-15-N,08,SG-15-N-8,,09-02-2019,,,35,7.55,8.33,0.91,,,,,,,,,,,,,,,,,,,
SG,roy,SG-15,N,SG-15-N,09,SG-15-N-9,,09-02-2019,,,41,8.1,8.02,1.01,,,,,,,,,,,,,,,,,,,
SG,roy,SG-15,N,SG-15-N,10,SG-15-N-10,,09-02-2019,,,40,7.83,7.76,1.01,,,,,,,,,,,,,,,,,,,
SG,roy,SG-15,N,SG-15-N,11,SG-15-N-11,,09-02-2019,,,45,8.03,7.61,1.06,,,,,,,,,,,,,,,,,,,
